1.496714153011232673e+00,-5.262460463019129620e-01,-4.140813582330875597e-01,1.112321724810679591e+00,1.122369840309984212e+00,-1.434232164589290814e-01,4.852340533546598556e-01,3.491201832887960155e-01,4.894733119255275655e-01,1.304517938910956243e+00,2.980618970040356253e-01,-2.787522873460083206e-01,4.412758495229944233e-01,2.280690438169706291e-01
8.617356988288153996e-01,3.116919913763984695e-01,6.906916626220993560e-02,1.358730161928356051e+00,-1.015286661327678974e+00,-3.265590374030993837e-02,5.867138451026069346e-01,7.138996640952830486e-01,-5.239712825339944979e-01,1.110232930378585614e+00,-3.517973349756402524e-01,1.820663126094999862e-02,2.588807422212984766e-01,2.453744667128175960e-01
1.647688538100692490e+00,6.691155732626845598e-01,-2.420601835742449692e-01,8.989519297084356264e-01,7.054346088577584384e-02,6.429487858758167751e-02,1.158402055681688525e+00,3.284458730670953286e-01,6.741916973667876067e-02,1.273320233904564169e+00,3.698295170742301741e-01,-8.888265249333164586e-02,5.180890328284875057e-01,2.167672455286844824e-01
2.523029856408025573e+00,2.510150125872152138e+00,1.520041812588621699e-01,-1.053998152769415997e+00,2.708379836330656598e-01,9.468614616461799027e-01,2.516589991140088856e+00,-4.509969857552769135e-01,6.088497226396227813e-01,7.345158518193047881e-01,1.390494054752609010e+00,5.494328214525210363e-01,8.914809093414782781e-01,2.393757611380146477e-01
7.658466252766640281e-01,1.445242499627006572e+00,4.858496892888112262e-01,3.756620539777922319e-01,3.111360608797417715e-01,-7.472173084867436144e-01,1.105544562451835411e+00,4.307558716333017568e-01,-2.180406238035009214e-01,5.707543396272281022e-01,8.781892802533741715e-01,-1.306838095989661941e-01,4.394199367605454154e-01,1.330831838003723733e-01
7.658630430508194253e-01,-6.838525527991312636e-02,1.537154486331384406e+00,-4.245660599335322472e-01,4.263472392546567846e-01,-8.463469915126599075e-01,3.487388938854531495e-01,5.562942131989261352e-01,-2.099998761290015614e-01,1.706484915586435891e-01,1.789809919873718291e-01,3.454037474093622495e-01,2.316777436517925004e-01,1.007795992805704394e-01
2.579212815507391454e+00,1.388829031534109637e+00,3.788409612942975069e-01,3.379153816655409148e-01,7.273078738666451937e-01,1.236619742142975209e+00,1.984020923520750657e+00,3.583781714799192386e-01,9.819638080048102013e-01,1.458564098586466073e+00,1.058068452700377415e+00,8.077303517186363857e-01,1.108120967668493329e+00,3.601885285067910059e-01
1.767434729152908890e+00,-2.378431911506924124e-01,-8.856257067695927354e-01,1.284003388907115184e+00,2.752147926682543821e-01,-4.626447418812982271e-01,7.647957690011082388e-01,1.991888410687612243e-01,-9.371497460652192246e-02,1.525719059030012037e+00,1.868580075878098490e-02,-6.741352243254454812e-01,2.900898784877825043e-01,2.100871097633564000e-01
5.305256140650478347e-01,1.866152843109658566e+00,1.840067846495160309e+00,7.441206686999781716e-01,4.235920249942354276e-02,-1.263035353577066200e+00,1.198339228587353311e+00,1.292094257597569129e+00,-6.103380755388213563e-01,6.373231413825130032e-01,9.542560228045410264e-01,2.885162464590470544e-01,6.266984702153671760e-01,1.690626447093099560e-01
1.542560043585964547e+00,6.231002785456971615e-01,-1.370901336150396332e-01,1.418472693117946104e+00,1.468745873821308834e-02,-4.851299420998700374e-01,1.082830161065830854e+00,6.406912797514532354e-01,-2.352212416808284745e-01,1.480516368351955325e+00,3.188938686419551249e-01,-3.111100378574548353e-01,4.961000663788184828e-01,2.429971922591848410e-01
5.365823071875377437e-01,9.250910490086633464e-01,6.412795728953711860e-01,7.734031365708314842e-01,-1.280610614268482550e-01,-3.300527352440008055e-01,7.308366780981006006e-01,7.073413547331013351e-01,-2.290568983354245303e-01,6.549927218791846695e-01,3.985149937909075457e-01,1.556134188256851902e-01,4.030403781652591166e-01,1.707439703883733284e-01
5.342702464297430787e-01,2.060637318033752052e+00,1.146536506940711408e+00,-5.386607517351220675e-01,8.512803270288056279e-01,1.554962727725764937e+00,1.297453782231747565e+00,3.039378776027946705e-01,1.203121527377285283e+00,-2.195252652689494433e-03,1.455958822531278951e+00,1.350749617333238284e+00,9.348377290706091358e-01,2.205004771446759659e-01
1.241962271566034115e+00,-2.973085486740001393e-02,8.996104184027827744e-01,-1.516677605258187622e+00,-1.525699356335601942e-01,9.248262123767372334e-01,6.061157083493170505e-01,-3.085335934277024239e-01,3.861281383715885474e-01,-1.373576668460767536e-01,-9.115039525048010405e-02,9.122183153897600594e-01,2.279034177644010672e-01,1.481432845479588312e-01
-9.132802446577978905e-01,-1.176945480903930363e-01,1.794179547521475460e+00,6.190470093436722943e-01,8.927397763057709490e-01,1.147520616632242252e+00,-5.154873963740954634e-01,1.206613278432573821e+00,1.020130196469006600e+00,-1.471166176570627981e-01,3.875226141076889563e-01,1.470850082076858856e+00,5.704186928424950231e-01,2.799422803306737539e-01
-7.249178325130327671e-01,5.331205389231961078e-01,1.179003143392758801e+00,3.288588269190676483e-01,3.132993575819096876e-01,8.199736423467860469e-01,-9.589864679491832966e-02,7.539309851559132802e-01,5.666364999643478395e-01,-1.980295027969825594e-01,4.232099482525528700e-01,9.994883928697724240e-01,4.082229461084476152e-01,1.962870748603077475e-01
4.377124707590273056e-01,1.830703080815453188e+00,-1.613095796971080187e-01,-2.815565915055057156e-01,-6.487836479929071087e-02,9.462436716153140859e-01,1.134207775787240191e+00,-2.214330856013068671e-01,4.406826534080117153e-01,7.807793962676079502e-02,8.829123580080812106e-01,3.924670459591030336e-01,4.511524478646483094e-01,1.311647336335469982e-01
-1.283112033442379563e-02,-2.154768603814740668e-01,2.878562173991661588e+00,-8.605017997211024117e-01,7.328850510208944069e-01,-6.880821265803180875e-01,-1.141539903579489312e-01,1.009030187135279588e+00,2.240146222028815970e-02,-4.366664600277631036e-01,2.587040953197101700e-01,1.095240023705671639e+00,3.057592196658728834e-01,1.110769706325031581e-01
1.314247332595273932e+00,-1.265724478488455151e+00,8.943334633382331589e-01,-8.779457077816743560e-02,-2.092177473061827553e-01,-1.986021553534843553e-01,2.426142705340939010e-02,4.032694462800328616e-01,-2.039099513298335553e-01,6.132263809085531925e-01,-7.374711128973189256e-01,3.478656539923744018e-01,7.454030733453621826e-02,1.314363303672003158e-01
